horizontal_w_to_b,horizontal_b_to_w,vertical_w_to_b,vertical_b_to_w
45.744680851063826,4.25531914893617,25.53191489361702,24.46808510638298
45.833333333333336,8.333333333333334,20.833333333333336,25.0
50.0,3.947368421052632,19.736842105263158,26.315789473684212
44.0,8.0,24.0,24.0
53.65853658536585,4.878048780487805,18.29268292682927,23.170731707317074
73.6842105263158,2.6315789473684212,9.210526315789474,14.473684210526317
44.0,8.0,24.0,24.0
63.38028169014084,5.633802816901408,22.535211267605632,8.450704225352112
46.753246753246756,2.5974025974025974,23.376623376623378,27.272727272727273
42.857142857142854,9.523809523809524,28.57142857142857,19.047619047619047
57.142857142857146,2.857142857142857,7.142857142857143,32.85714285714286
52.525252525252526,2.0202020202020203,22.222222222222225,23.232323232323235
38.095238095238095,9.523809523809524,28.57142857142857,23.80952380952381
63.888888888888886,4.166666666666666,20.833333333333332,11.11111111111111
42.57425742574257,3.9603960396039604,38.613861386138616,14.85148514851485
39.130434782608695,8.695652173913043,30.43478260869565,21.73913043478261
46.666666666666664,2.6666666666666665,24.0,26.666666666666664
62.5,5.357142857142858,8.928571428571429,23.214285714285715
55.769230769230774,5.769230769230769,9.615384615384615,28.846153846153847
48.0,8.0,22.0,22.0
40.27777777777778,4.166666666666666,30.555555555555554,25.0
44.44444444444444,3.1746031746031744,23.809523809523807,28.57142857142857
60.0,6.0,12.0,22.0
60.8695652173913,6.521739130434782,8.695652173913043,23.913043478260867
51.66666666666667,3.3333333333333335,21.666666666666668,23.333333333333336
62.0,6.0,8.0,24.0
54.347826086956516,2.1739130434782608,15.217391304347824,28.26086956521739
52.459016393442624,3.278688524590164,21.311475409836067,22.950819672131146
78.57142857142857,3.5714285714285716,10.714285714285715,7.142857142857143
52.083333333333336,3.125,26.041666666666668,18.75
50.0,5.555555555555555,18.51851851851852,25.925925925925927
53.84615384615385,7.6923076923076925,19.23076923076923,19.23076923076923
48.484848484848484,3.0303030303030303,16.666666666666668,31.818181818181817
57.69230769230769,7.6923076923076925,17.307692307692307,17.307692307692307
56.17977528089888,2.247191011235955,21.348314606741575,20.224719101123597
77.77777777777777,3.1746031746031744,9.523809523809524,9.523809523809524
59.78260869565217,3.260869565217391,14.130434782608695,22.82608695652174
40.54054054054054,4.504504504504505,27.92792792792793,27.027027027027028
39.130434782608695,8.695652173913043,26.08695652173913,26.08695652173913
45.04504504504504,4.504504504504505,31.53153153153153,18.91891891891892
50.0,2.9411764705882355,17.647058823529413,29.411764705882355
52.0,4.0,12.0,32.0
50.81967213114754,4.918032786885246,19.672131147540984,24.59016393442623
54.90196078431372,3.9215686274509802,9.80392156862745,31.372549019607842
38.63636363636364,4.545454545454546,23.863636363636367,32.95454545454546
50.0,3.0303030303030303,21.21212121212121,25.757575757575758
52.54237288135593,6.779661016949152,16.94915254237288,23.728813559322035
62.35294117647059,2.3529411764705883,11.764705882352942,23.529411764705884
46.96969696969697,4.545454545454545,19.696969696969695,28.78787878787879
49.18032786885246,3.278688524590164,24.59016393442623,22.950819672131146
50.0,7.407407407407407,20.37037037037037,22.22222222222222
56.36363636363636,5.454545454545454,12.727272727272727,25.454545454545453
50.72463768115942,2.898550724637681,18.840579710144926,27.536231884057973
51.42857142857142,2.8571428571428568,23.809523809523807,21.904761904761905
35.1063829787234,2.127659574468085,29.78723404255319,32.97872340425532
49.23076923076923,3.076923076923077,23.076923076923077,24.615384615384617
67.6056338028169,4.225352112676056,9.859154929577464,18.309859154929576
57.142857142857146,3.5714285714285716,17.857142857142858,21.42857142857143
46.875,4.6875,25.0,23.4375
54.54545454545455,3.0303030303030303,17.171717171717173,25.252525252525253
50.0,2.1739130434782608,19.565217391304348,28.26086956521739
37.5,8.333333333333334,29.166666666666668,25.0
61.194029850746276,4.477611940298508,14.925373134328359,19.402985074626866
50.90909090909091,5.454545454545454,10.909090909090908,32.72727272727273
46.774193548387096,4.838709677419354,24.193548387096772,24.193548387096772
41.666666666666664,3.571428571428571,21.428571428571427,33.333333333333336
46.666666666666664,2.6666666666666665,22.666666666666664,28.0
47.45762711864407,5.084745762711864,18.64406779661017,28.813559322033896
55.0561797752809,3.370786516853933,14.606741573033709,26.966292134831463
52.22222222222222,4.444444444444445,25.555555555555557,17.77777777777778
48.275862068965516,3.4482758620689653,25.86206896551724,22.413793103448274
54.3859649122807,3.508771929824561,22.807017543859647,19.298245614035086
50.81967213114754,8.196721311475411,14.754098360655739,26.229508196721312
37.1900826446281,2.479338842975207,39.66942148760331,20.66115702479339
45.833333333333336,8.333333333333334,29.166666666666668,16.666666666666668
55.294117647058826,3.5294117647058822,23.529411764705884,17.647058823529413
52.83018867924528,3.7735849056603774,22.641509433962263,20.754716981132077
45.762711864406775,3.389830508474576,27.11864406779661,23.728813559322035
56.66666666666667,2.2222222222222223,27.77777777777778,13.333333333333334
72.0,4.0,8.0,16.0
49.29577464788732,4.225352112676056,18.309859154929576,28.16901408450704
62.745098039215684,3.9215686274509802,7.8431372549019605,25.49019607843137
47.142857142857146,2.857142857142857,21.42857142857143,28.571428571428573
44.927536231884055,2.898550724637681,27.536231884057973,24.63768115942029
56.25000000000001,2.0833333333333335,14.583333333333334,27.083333333333336
50.87719298245614,5.263157894736842,17.543859649122805,26.31578947368421
46.666666666666664,2.6666666666666665,24.0,26.666666666666664
45.945945945945944,2.7027027027027026,22.972972972972972,28.37837837837838
42.42424242424242,3.0303030303030303,24.242424242424242,30.303030303030305
64.70588235294117,5.88235294117647,9.80392156862745,19.6078431372549
60.97560975609756,2.4390243902439024,14.634146341463413,21.95121951219512
46.66666666666667,3.3333333333333335,23.333333333333336,26.666666666666668
69.86301369863013,2.73972602739726,19.17808219178082,8.21917808219178
50.746268656716424,2.985074626865672,20.895522388059703,25.373134328358212
58.69565217391304,2.1739130434782608,27.173913043478258,11.956521739130434
54.09836065573771,6.557377049180328,19.672131147540984,19.672131147540984
62.068965517241374,2.2988505747126435,14.942528735632184,20.689655172413794
48.83720930232558,2.3255813953488373,26.74418604651163,22.093023255813954
44.0,8.0,28.0,20.0
