horizontal_w_to_b,horizontal_b_to_w,vertical_w_to_b,vertical_b_to_w
42.35294117647059,3.5294117647058822,24.705882352941178,29.411764705882355
38.095238095238095,9.523809523809524,23.80952380952381,28.57142857142857
51.35135135135135,6.756756756756756,22.972972972972972,18.91891891891892
45.45454545454546,9.090909090909092,18.181818181818183,27.272727272727273
59.375,4.6875,28.125,7.8125
39.56043956043956,3.296703296703297,29.67032967032967,27.472527472527474
40.0,8.0,24.0,28.0
43.58974358974359,3.8461538461538467,37.17948717948718,15.384615384615387
39.603960396039604,3.9603960396039604,25.742574257425744,30.693069306930692
43.47826086956522,8.695652173913043,26.08695652173913,21.73913043478261
44.30379746835443,5.063291139240507,34.17721518987342,16.455696202531648
56.33802816901408,2.816901408450704,16.901408450704224,23.943661971830984
37.5,8.333333333333334,25.0,29.166666666666668
48.71794871794872,3.8461538461538467,37.17948717948718,10.256410256410257
43.82022471910113,4.49438202247191,37.07865168539326,14.606741573033709
39.130434782608695,8.695652173913043,26.08695652173913,26.08695652173913
50.60240963855422,4.819277108433735,20.481927710843376,24.096385542168676
44.26229508196722,4.918032786885246,21.311475409836067,29.508196721311478
55.55555555555556,7.407407407407407,20.37037037037037,16.666666666666668
46.774193548387096,3.225806451612903,22.58064516129032,27.419354838709676
40.74074074074074,3.7037037037037033,20.98765432098765,34.5679012345679
41.48936170212766,4.25531914893617,27.659574468085104,26.595744680851062
40.0,10.0,25.0,25.0
43.28358208955224,2.985074626865672,25.373134328358212,28.358208955223883
63.41463414634146,4.878048780487805,9.75609756097561,21.95121951219512
44.44444444444444,3.1746031746031744,25.396825396825395,26.984126984126984
51.851851851851855,3.7037037037037037,18.51851851851852,25.925925925925927
57.89473684210527,3.947368421052632,11.842105263157896,26.315789473684212
52.0,2.6666666666666665,13.333333333333332,32.0
69.49152542372882,5.084745762711864,11.864406779661017,13.559322033898304
48.9795918367347,8.16326530612245,22.448979591836736,20.408163265306122
63.829787234042556,6.382978723404255,10.638297872340425,19.148936170212764
54.16666666666667,3.125,19.791666666666668,22.916666666666668
57.89473684210527,2.6315789473684212,13.157894736842106,26.315789473684212
48.93617021276596,6.382978723404255,12.76595744680851,31.914893617021278
50.943396226415096,9.433962264150944,16.9811320754717,22.641509433962263
72.72727272727272,3.0303030303030303,10.606060606060606,13.636363636363637
76.92307692307692,3.8461538461538463,9.615384615384615,9.615384615384615
43.07692307692308,3.076923076923077,21.53846153846154,32.30769230769231
57.64705882352941,2.3529411764705883,22.35294117647059,17.647058823529413
50.0,3.4482758620689653,24.137931034482758,22.413793103448274
62.5,5.0,10.0,22.5
52.5,2.5,20.0,25.0
50.90909090909091,3.6363636363636362,23.636363636363637,21.818181818181817
57.14285714285714,7.142857142857142,11.904761904761905,23.80952380952381
56.75675675675676,2.7027027027027026,14.864864864864865,25.675675675675674
50.0,4.3478260869565215,26.08695652173913,19.565217391304348
53.33333333333333,2.6666666666666665,18.666666666666664,25.333333333333332
70.96774193548387,4.838709677419354,11.29032258064516,12.903225806451612
48.529411764705884,2.9411764705882355,23.529411764705884,25.0
50.574712643678154,2.2988505747126435,33.33333333333333,13.793103448275861
76.27118644067797,3.389830508474576,11.864406779661017,8.47457627118644
48.0,4.0,22.0,26.0
40.74074074074074,3.7037037037037037,27.77777777777778,27.77777777777778
53.84615384615385,3.8461538461538463,17.307692307692307,25.0
43.47826086956522,8.695652173913043,26.08695652173913,21.73913043478261
51.31578947368421,2.6315789473684212,17.10526315789474,28.947368421052634
41.66666666666667,8.333333333333334,20.833333333333336,29.166666666666668
62.5,2.7777777777777777,12.5,22.22222222222222
44.0,4.0,26.0,26.0
57.142857142857146,2.857142857142857,28.571428571428573,11.428571428571429
50.943396226415096,3.7735849056603774,22.641509433962263,22.641509433962263
46.66666666666667,3.3333333333333335,25.0,25.0
55.10204081632653,6.122448979591837,6.122448979591837,32.6530612244898
44.44444444444444,4.761904761904762,26.984126984126984,23.809523809523807
51.72413793103448,5.172413793103448,22.413793103448274,20.689655172413794
65.15151515151516,3.0303030303030303,21.21212121212121,10.606060606060606
64.0625,3.125,21.875,10.9375
46.875,3.125,21.875,28.125
54.54545454545455,3.6363636363636362,16.363636363636363,25.454545454545453
45.33333333333333,5.333333333333333,24.0,25.333333333333332
51.282051282051285,5.128205128205129,23.07692307692308,20.512820512820515
40.0,3.3333333333333335,26.666666666666668,30.0
76.47058823529412,3.9215686274509802,7.8431372549019605,11.76470588235294
43.63636363636363,3.6363636363636362,27.272727272727273,25.454545454545453
55.072463768115945,2.898550724637681,15.942028985507246,26.08695652173913
68.33333333333334,5.0,10.0,16.666666666666668
44.82758620689655,3.4482758620689653,22.413793103448274,29.310344827586206
34.11764705882353,3.5294117647058822,24.705882352941178,37.64705882352941
44.680851063829785,4.25531914893617,32.97872340425532,18.085106382978722
36.0,8.0,28.0,28.0
58.8235294117647,7.8431372549019605,9.80392156862745,23.52941176470588
55.81395348837209,4.651162790697675,11.627906976744187,27.906976744186046
53.06122448979592,8.16326530612245,8.16326530612245,30.612244897959183
52.72727272727273,5.454545454545454,7.2727272727272725,34.54545454545455
45.0,3.3333333333333335,26.666666666666668,25.0
48.07692307692308,5.769230769230769,11.538461538461538,34.61538461538461
70.37037037037037,3.7037037037037037,12.962962962962964,12.962962962962964
52.8735632183908,2.2988505747126435,25.287356321839077,19.54022988505747
69.23076923076924,3.076923076923077,7.6923076923076925,20.0
45.3125,3.125,20.3125,31.25
44.06779661016949,3.389830508474576,25.423728813559322,27.11864406779661
40.98360655737705,4.918032786885246,24.59016393442623,29.508196721311478
70.37037037037037,3.7037037037037037,14.814814814814815,11.11111111111111
69.81132075471699,3.7735849056603774,13.20754716981132,13.20754716981132
48.648648648648646,5.405405405405405,24.324324324324323,21.62162162162162
48.148148148148145,3.7037037037037037,18.51851851851852,29.62962962962963
44.44444444444444,3.7037037037037037,25.925925925925927,25.925925925925927
52.17391304347826,8.695652173913043,10.869565217391305,28.26086956521739
45.0,3.3333333333333335,23.333333333333336,28.333333333333336
47.540983606557376,4.918032786885246,22.950819672131146,24.59016393442623
59.09090909090909,6.818181818181818,13.636363636363637,20.454545454545457
54.76190476190476,2.380952380952381,22.61904761904762,20.238095238095237
76.78571428571429,3.5714285714285716,10.714285714285715,8.928571428571429
48.275862068965516,3.4482758620689653,25.86206896551724,22.413793103448274
50.943396226415096,3.7735849056603774,20.754716981132077,24.528301886792452
78.94736842105263,3.508771929824561,10.526315789473683,7.017543859649122
46.268656716417915,4.477611940298508,20.895522388059703,28.358208955223883
54.8780487804878,2.4390243902439024,15.853658536585366,26.829268292682926
55.84415584415584,3.896103896103896,14.285714285714285,25.974025974025974
71.42857142857143,4.761904761904762,7.936507936507936,15.873015873015872
46.93877551020408,8.16326530612245,24.48979591836735,20.408163265306122
40.74074074074074,3.7037037037037033,20.98765432098765,34.5679012345679
50.98039215686274,3.9215686274509802,17.64705882352941,27.45098039215686
52.083333333333336,4.166666666666667,18.75,25.0
47.91666666666667,4.166666666666667,22.916666666666668,25.0
56.0,8.0,12.0,24.0
