direction1,direction2,direction3,direction4,direction5,direction6,direction7,direction8,left_zone,right_zone,upper_zone,down_zone,horizontal_w_to_b,horizontal_b_to_w,vertical_w_to_b,vertical_b_to_w
13.318284424379232,16.02708803611738,17.83295711060948,16.252821670428894,13.99548532731377,7.44920993227991,8.803611738148984,6.320541760722348,25.54240631163708,24.45759368836292,25.443786982248522,24.55621301775148,49.411764705882355,2.3529411764705883,25.88235294117647,22.35294117647059
14.788732394366198,17.136150234741784,18.07511737089202,14.553990610328638,14.084507042253522,6.807511737089202,8.685446009389672,5.868544600938967,25.577557755775576,24.42244224422442,24.58745874587459,25.41254125412541,51.76470588235294,3.5294117647058822,20.0,24.705882352941178
14.141414141414142,15.151515151515152,16.161616161616163,15.151515151515152,13.131313131313131,7.070707070707071,10.101010101010102,9.090909090909092,28.26086956521739,21.73913043478261,23.913043478260867,26.08695652173913,42.857142857142854,9.523809523809524,23.80952380952381,23.80952380952381
15.076923076923078,17.230769230769234,18.153846153846153,17.230769230769234,15.384615384615385,5.538461538461538,6.461538461538462,4.923076923076923,25.4149377593361,24.585062240663902,23.651452282157678,26.348547717842326,61.53846153846154,3.076923076923077,18.461538461538463,16.923076923076923
14.130434782608695,16.304347826086957,17.391304347826086,16.304347826086957,14.130434782608695,6.521739130434782,8.695652173913043,6.521739130434782,29.41176470588235,20.588235294117645,24.509803921568626,25.49019607843137,45.45454545454546,9.090909090909092,22.72727272727273,22.72727272727273
17.321016166281755,17.782909930715935,18.475750577367204,14.780600461893764,12.702078521939953,2.5404157043879905,7.852193995381062,8.545034642032332,18.567961165048544,31.432038834951456,35.31553398058252,14.684466019417476,57.64705882352941,2.3529411764705883,7.0588235294117645,32.94117647058824
15.20912547528517,16.730038022813687,17.490494296577946,16.349809885931556,14.068441064638783,5.323193916349809,7.604562737642585,7.224334600760455,31.95876288659794,18.04123711340206,27.835051546391753,22.164948453608247,55.55555555555556,5.555555555555555,18.51851851851852,20.37037037037037
16.141732283464567,16.92913385826772,16.92913385826772,16.141732283464567,14.173228346456694,4.724409448818898,7.086614173228347,7.874015748031496,23.419540229885055,26.580459770114942,20.97701149425287,29.022988505747126,64.44444444444444,4.444444444444445,11.11111111111111,20.0
14.76923076923077,16.30769230769231,17.53846153846154,16.0,13.53846153846154,5.538461538461538,8.307692307692308,8.0,27.70083102493075,22.299168975069254,25.48476454293629,24.515235457063714,54.09836065573771,3.278688524590164,16.393442622950822,26.229508196721312
18.181818181818183,18.75,19.03409090909091,15.625000000000002,15.340909090909092,2.272727272727273,5.6818181818181825,5.113636363636364,34.38095238095238,15.619047619047619,15.333333333333332,34.666666666666664,69.44444444444444,2.7777777777777777,5.555555555555555,22.22222222222222
