direction1,direction2,direction3,direction4,direction5,direction6,direction7,direction8,left_zone,right_zone,upper_zone,down_zone,horizontal_w_to_b,horizontal_b_to_w,vertical_w_to_b,vertical_b_to_w
14.194236926360727,16.328708644610458,17.92956243329776,15.795090715048026,13.660618996798293,6.4034151547492,8.64461045891142,7.04375667022412,20.81555239449976,29.184447605500235,24.632527264106212,25.367472735893788,52.02312138728324,1.7341040462427748,20.809248554913296,25.433526011560694
16.798732171156892,17.9080824088748,18.225039619651348,16.164817749603802,14.580031695721077,3.6450079239302693,6.339144215530903,6.339144215530903,26.963103122043524,23.036896877956483,25.969725638599815,24.030274361400192,67.24137931034483,2.586206896551724,11.206896551724137,18.96551724137931
14.476885644768856,16.666666666666668,18.004866180048662,15.936739659367397,13.381995133819952,5.839416058394161,8.394160583941606,7.299270072992701,25.56818181818182,24.431818181818183,24.56818181818182,25.431818181818183,52.5974025974026,1.2987012987012987,20.12987012987013,25.974025974025974
14.910313901345292,16.928251121076233,18.83408071748879,18.385650224215247,17.713004484304932,6.053811659192825,5.2690582959641254,1.9058295964125562,31.857198595396024,18.142801404603983,34.00312134217714,15.996878657822865,70.6896551724138,1.1494252873563218,21.26436781609195,6.896551724137931
14.606741573033707,16.629213483146067,17.865168539325843,16.179775280898877,13.258426966292134,5.50561797752809,8.202247191011235,7.752808988764045,20.7543194268858,29.245680573114203,22.650653181626634,27.34934681837337,52.976190476190474,1.7857142857142856,19.047619047619047,26.19047619047619
17.70956316410862,18.654073199527748,19.126328217237308,17.70956316410862,16.883116883116884,2.5974025974025974,4.014167650531287,3.3057851239669422,33.81650750341064,16.18349249658936,14.307639836289223,35.69236016371078,76.60818713450291,1.7543859649122806,8.771929824561402,12.865497076023392
17.33800350262697,17.86339754816112,18.739054290718038,16.81260945709282,14.8861646234676,2.4518388791593697,5.779334500875657,6.129597197898424,27.797151990700378,22.202848009299622,26.024411508282476,23.975588491717524,66.37931034482759,2.586206896551724,9.482758620689655,21.551724137931032
17.415730337078653,18.53932584269663,19.10112359550562,18.117977528089888,17.275280898876407,2.949438202247191,3.7921348314606744,2.808988764044944,25.77433628318584,24.225663716814157,25.479351032448378,24.520648967551622,78.16901408450704,1.408450704225352,9.859154929577464,10.56338028169014
16.11650485436893,16.893203883495147,18.640776699029125,17.66990291262136,15.728155339805825,3.6893203883495147,6.019417475728155,5.242718446601942,26.897590361445783,23.102409638554217,26.716867469879517,23.283132530120483,64.76190476190476,2.8571428571428568,15.238095238095237,17.142857142857142
14.123006833712983,16.74259681093394,17.88154897494305,15.945330296127562,13.667425968109338,6.605922551252847,8.314350797266515,6.719817767653758,31.18383060635226,18.816169393647737,24.20596727622714,25.794032723772858,52.40963855421687,1.8072289156626509,21.68674698795181,24.096385542168676
