left_zone,right_zone,upper_zone,down_zone
14.541832669322709,35.45816733067729,22.111553784860558,27.888446215139442
27.5,22.5,28.75,21.25
28.35820895522388,21.641791044776117,26.22601279317697,23.773987206823026
24.543946932006634,25.456053067993366,22.802653399668323,27.197346600331674
25.53444180522565,24.465558194774346,25.29691211401425,24.703087885985745
32.608695652173914,17.391304347826086,21.73913043478261,28.26086956521739
33.48729792147806,16.51270207852194,22.28637413394919,27.71362586605081
19.387755102040817,30.612244897959183,26.53061224489796,23.46938775510204
25.87719298245614,24.12280701754386,36.91520467836257,13.084795321637426
32.467532467532465,17.532467532467532,14.378478664192949,35.621521335807046
31.334841628959275,18.665158371040725,20.92760180995475,29.07239819004525
15.31954887218045,34.680451127819545,31.296992481203006,18.70300751879699
22.54575707154742,27.454242928452576,17.387687188019967,32.61231281198003
28.343313373253494,21.656686626746506,28.74251497005988,21.25748502994012
40.09584664536741,9.904153354632587,19.648562300319487,30.35143769968051
27.963272120200333,22.036727879799667,20.36727879799666,29.63272120200334
31.49122807017544,18.50877192982456,14.210526315789473,35.78947368421053
25.246305418719214,24.75369458128079,21.921182266009854,28.07881773399015
16.16257088846881,33.83742911153119,15.02835538752363,34.97164461247637
24.703557312252965,25.296442687747035,18.972332015810277,31.027667984189723
24.746192893401012,25.253807106598984,25.63451776649746,24.365482233502537
28.30188679245283,21.69811320754717,30.29350104821803,19.70649895178197
26.31578947368421,23.684210526315788,28.179824561403507,21.82017543859649
35.374149659863946,14.625850340136056,28.231292517006803,21.7687074829932
26.713709677419352,23.286290322580644,30.544354838709676,19.45564516129032
26.84426229508197,23.15573770491803,20.901639344262296,29.098360655737707
24.82598607888631,25.174013921113687,24.70997679814385,25.290023201856147
26.666666666666668,23.333333333333336,25.555555555555557,24.444444444444446
31.805555555555557,18.194444444444446,34.72222222222222,15.277777777777779
33.2967032967033,16.703296703296704,14.175824175824175,35.824175824175825
26.864035087719298,23.135964912280702,31.469298245614034,18.530701754385962
16.852678571428573,33.14732142857143,28.236607142857146,21.763392857142858
32.06239168110919,17.937608318890817,12.21837088388215,37.781629116117855
24.772727272727273,25.227272727272727,24.659090909090907,25.34090909090909
20.32608695652174,29.67391304347826,20.76086956521739,29.23913043478261
19.57831325301205,30.421686746987955,30.722891566265062,19.27710843373494
32.91984732824428,17.080152671755727,15.267175572519085,34.73282442748092
35.872235872235876,14.127764127764127,26.535626535626538,23.464373464373466
25.395430579964852,24.60456942003515,22.847100175746924,27.152899824253076
32.74193548387097,17.258064516129032,11.209677419354838,38.79032258064516
26.59313725490196,23.40686274509804,22.181372549019606,27.81862745098039
27.16535433070866,22.834645669291337,32.020997375328086,17.979002624671917
26.765375854214124,23.234624145785876,21.184510250569474,28.815489749430522
29.353932584269664,20.64606741573034,30.056179775280903,19.943820224719104
25.820568927789935,24.179431072210065,22.319474835886215,27.680525164113785
16.878980891719745,33.12101910828026,24.309978768577494,25.690021231422506
25.510204081632654,24.48979591836735,21.42857142857143,28.571428571428573
25.164473684210527,24.835526315789476,25.575657894736842,24.42434210526316
28.26086956521739,21.739130434782606,30.27950310559006,19.720496894409937
34.70982142857143,15.290178571428573,26.5625,23.4375
32.64840182648402,17.35159817351598,13.24200913242009,36.757990867579906
26.92307692307692,23.076923076923077,26.17260787992495,23.827392120075046
24.34782608695652,25.652173913043477,18.043478260869566,31.956521739130434
27.966101694915256,22.033898305084747,17.51412429378531,32.48587570621469
38.924050632911396,11.075949367088608,17.721518987341774,32.27848101265823
29.751131221719458,20.248868778280542,27.601809954751133,22.398190045248867
28.26086956521739,21.73913043478261,25.519848771266542,24.480151228733458
27.815315315315317,22.184684684684687,29.954954954954957,20.045045045045047
25.46583850931677,24.534161490683232,14.596273291925467,35.40372670807454
21.875,28.125000000000004,32.29166666666667,17.708333333333336
23.249299719887954,26.750700280112046,34.87394957983194,15.126050420168067
31.47321428571429,18.526785714285715,15.290178571428573,34.70982142857143
26.67464114832536,23.32535885167464,22.00956937799043,27.99043062200957
16.774193548387096,33.225806451612904,30.322580645161292,19.67741935483871
33.30152671755725,16.698473282442748,13.549618320610687,36.45038167938932
28.045685279187815,21.95431472081218,21.44670050761421,28.553299492385786
16.735966735966738,33.264033264033266,15.904365904365905,34.0956340956341
36.286407766990294,13.71359223300971,27.9126213592233,22.0873786407767
24.37641723356009,25.62358276643991,25.62358276643991,24.37641723356009
25.791139240506332,24.20886075949367,17.484177215189874,32.515822784810126
30.605381165919283,19.394618834080717,25.22421524663677,24.77578475336323
26.546391752577318,23.45360824742268,29.768041237113398,20.231958762886595
36.86131386861314,13.138686131386862,26.277372262773724,23.72262773722628
34.93975903614458,15.060240963855422,26.626506024096386,23.373493975903614
30.10989010989011,19.89010989010989,16.593406593406595,33.40659340659341
39.562289562289564,10.437710437710438,27.609427609427613,22.39057239057239
23.52245862884161,26.477541371158395,25.29550827423168,24.70449172576832
22.043010752688172,27.956989247311824,20.96774193548387,29.032258064516128
18.467741935483872,31.532258064516128,33.225806451612904,16.774193548387096
31.52804642166344,18.471953578336556,16.150870406189554,33.849129593810446
24.62825278810409,25.371747211895908,34.479553903345725,15.520446096654274
25.0,25.0,22.807017543859647,27.19298245614035
27.80821917808219,22.191780821917806,30.273972602739725,19.726027397260275
15.021459227467812,34.97854077253219,30.793991416309012,19.206008583690988
34.018264840182646,15.981735159817351,26.36986301369863,23.63013698630137
25.22935779816514,24.770642201834864,22.93577981651376,27.06422018348624
27.424242424242426,22.575757575757578,30.606060606060606,19.393939393939394
28.43137254901961,21.568627450980394,31.535947712418302,18.4640522875817
24.760765550239235,25.239234449760765,22.00956937799043,27.99043062200957
