direction1,direction2,direction3,direction4,direction5,direction6,direction7,direction8,left_zone,right_zone,upper_zone,down_zone,horizontal_w_to_b,horizontal_b_to_w,vertical_w_to_b,vertical_b_to_w
11.904761904761903,15.018315018315016,17.765567765567763,15.75091575091575,15.384615384615383,10.439560439560438,9.706959706959706,4.029304029304029,17.174515235457065,32.825484764542935,25.06925207756233,24.930747922437675,46.22641509433962,4.716981132075472,33.0188679245283,16.037735849056602
14.814814814814813,14.814814814814813,16.049382716049383,14.814814814814813,13.580246913580247,7.4074074074074066,9.876543209876543,8.641975308641975,27.142857142857142,22.857142857142858,27.142857142857142,22.857142857142858,44.44444444444444,11.11111111111111,22.22222222222222,22.22222222222222
13.559322033898304,15.889830508474576,17.796610169491526,15.466101694915254,12.711864406779661,6.779661016949152,9.745762711864407,8.050847457627118,23.083067092651756,26.91693290734824,24.121405750798722,25.878594249201278,44.44444444444444,2.2222222222222223,24.444444444444446,28.88888888888889
13.513513513513512,13.513513513513512,17.56756756756757,14.864864864864865,12.162162162162161,6.756756756756756,12.162162162162161,9.45945945945946,22.58064516129032,27.419354838709676,25.806451612903224,24.193548387096772,31.578947368421055,10.526315789473685,26.315789473684212,31.578947368421055
12.701612903225806,12.298387096774192,18.75,16.733870967741936,15.927419354838708,7.459677419354838,10.685483870967742,5.443548387096774,33.3922261484099,16.607773851590107,37.80918727915194,12.190812720848056,44.554455445544555,2.9702970297029703,33.663366336633665,18.81188118811881
18.01566579634465,18.276762402088774,18.5378590078329,15.404699738903396,13.838120104438644,1.8276762402088775,6.527415143603134,7.571801566579635,32.94736842105263,17.052631578947366,19.263157894736842,30.736842105263158,64.47368421052632,2.6315789473684212,5.2631578947368425,27.631578947368425
13.483146067415731,15.730337078651687,15.730337078651687,14.606741573033709,13.483146067415731,8.98876404494382,10.112359550561798,7.865168539325843,23.68421052631579,26.315789473684212,26.315789473684212,23.68421052631579,42.10526315789474,10.526315789473685,26.315789473684212,21.05263157894737
12.691466083150985,13.347921225382931,18.38074398249453,18.599562363238512,17.72428884026258,8.096280087527353,8.096280087527353,3.063457330415755,37.610619469026545,12.389380530973451,30.23598820058997,19.764011799410028,60.0,3.5294117647058822,28.235294117647058,8.23529411764706
12.97071129707113,11.297071129707113,14.644351464435147,13.389121338912133,14.08647140864714,10.599721059972106,12.831241283124129,10.181311018131103,29.213483146067418,20.786516853932586,26.404494382022474,23.59550561797753,39.17525773195876,10.309278350515463,24.74226804123711,25.773195876288657
12.5,14.583333333333334,15.625000000000002,15.625000000000002,13.541666666666668,9.375,10.416666666666668,8.333333333333334,28.048780487804876,21.95121951219512,23.170731707317074,26.829268292682926,40.0,10.0,25.0,25.0
12.149532710280374,13.551401869158878,18.457943925233646,18.457943925233646,17.289719626168225,8.644859813084112,8.411214953271028,3.0373831775700935,37.61904761904762,12.38095238095238,29.047619047619047,20.952380952380953,55.42168674698796,2.4096385542168677,32.53012048192771,9.63855421686747
14.285714285714285,16.049382716049383,18.342151675485006,14.991181657848324,13.051146384479717,5.996472663139329,9.700176366843033,7.583774250440917,18.51851851851852,31.48148148148148,19.576719576719576,30.42328042328042,46.36363636363636,1.8181818181818181,22.727272727272727,29.09090909090909
13.333333333333332,14.666666666666666,17.333333333333332,16.0,13.333333333333332,6.666666666666666,10.666666666666666,8.0,31.578947368421055,18.42105263157895,31.578947368421055,18.42105263157895,36.8421052631579,10.526315789473685,26.315789473684212,26.315789473684212
13.654618473895582,13.855421686746988,17.8714859437751,15.060240963855422,14.457831325301205,7.6305220883534135,10.642570281124497,6.827309236947791,32.24137931034483,17.758620689655174,37.06896551724138,12.931034482758621,45.26315789473684,3.1578947368421053,29.473684210526315,22.105263157894736
10.651828298887123,14.78537360890302,17.806041335453102,13.83147853736089,13.672496025437201,12.082670906200319,12.241653418124006,4.92845786963434,27.473684210526315,22.52631578947368,24.0,26.0,39.3939393939394,3.0303030303030303,50.505050505050505,7.070707070707071
13.008130081300813,14.634146341463413,16.260162601626014,15.447154471544716,13.008130081300813,8.130081300813007,10.56910569105691,8.94308943089431,20.0,30.0,22.30769230769231,27.692307692307693,40.0,8.0,24.0,28.0
17.884130982367758,18.639798488664987,18.89168765743073,14.861460957178842,13.350125944584383,2.0151133501259446,7.052896725440807,7.30478589420655,33.474576271186436,16.525423728813557,15.254237288135592,34.74576271186441,60.49382716049382,2.4691358024691357,7.4074074074074066,29.629629629629626
13.189448441247002,14.86810551558753,17.74580335731415,14.148681055155876,12.470023980815348,7.6738609112709835,11.510791366906474,8.393285371702639,25.342465753424655,24.65753424657534,26.98630136986301,23.013698630136986,40.54054054054054,2.7027027027027026,21.62162162162162,35.13513513513514
